Order_ID,Month,City,Area,Restaurant,Food_Category,Item_Name,Quantity,Unit_Price,Discount,Delivery_Fee,Subtotal,Total_Amount,Cost,Profit,Meal_Time,Order_Status,Payment_Method,Rating
ORD-1437,Mar,Lahore,Model Town,Andaaz,Shawarma,Beef Shawarma,2,363,0.1,49,726,702,399,303,Lunch,Delivered,Credit Card,3.0
ORD-1438,Mar,Lahore,Model Town,Cuckoo's Den,Biryani,Beef Biryani,4,338,0.0,0,1352,1352,744,608,Dinner,Delivered,Debit Card,4.5
ORD-1439,Mar,Lahore,DHA,Andaaz,Pizza,Pepperoni Pizza,3,740,0.15,99,2220,1986,1221,765,Breakfast,Delivered,Credit Card,3.0
ORD-1440,Mar,Lahore,Garden Town,Spice Bazaar,Burger,Crispy Burger,1,517,0.2,49,517,463,284,179,Dinner,Delivered,JazzCash,4.0
ORD-1441,Mar,Lahore,Model Town,Butt Karahi,Broast,Broast Deal,3,672,0.15,79,2016,1793,1109,684,Breakfast,Delivered,Debit Card,4.5
ORD-1442,Mar,Lahore,Bahria Town,Salt'n Pepper,Karahi,White Karahi,2,1038,0.1,99,2076,1967,1142,825,Late Night,Delivered,Cash on Delivery,5.0
ORD-1443,Mar,Lahore,DHA,McDonald's Gulberg,Nihari,Mutton Nihari,2,471,0.15,79,942,880,518,362,Late Night,Cancelled,Cash on Delivery,
ORD-1444,Mar,Lahore,Gulberg,Spice Bazaar,Desi,Haleem,3,316,0.1,0,948,853,521,332,Dinner,Cancelled,Cash on Delivery,
ORD-1445,Mar,Lahore,Wapda Town,Yum! Lahore,Shawarma,Spicy Shawarma,5,315,0.2,49,1575,1309,866,443,Breakfast,Delivered,Cash on Delivery,3.0
ORD-1446,Mar,Lahore,Iqbal Town,Salt'n Pepper,Dessert,Zarda,4,248,0.2,49,992,843,546,297,Dinner,Cancelled,JazzCash,
ORD-1447,Mar,Lahore,Wapda Town,Spice Bazaar,Karahi,Chicken Karahi,2,844,0.0,99,1688,1787,928,859,Late Night,Delivered,Cash on Delivery,4.5
ORD-1448,Mar,Lahore,Iqbal Town,Cuckoo's Den,Burger,Double Patty Burger,1,411,0.1,0,411,370,226,144,Lunch,Cancelled,EasyPaisa,
ORD-1449,Mar,Lahore,Model Town,Charcoal Grill,Shawarma,Beef Shawarma,5,248,0.0,99,1240,1339,682,657,Lunch,Delivered,EasyPaisa,4.5
ORD-1450,Mar,Lahore,Clifton,Waris Nihari,Biryani,Beef Biryani,3,374,0.0,49,1122,1171,617,554,Breakfast,Cancelled,Credit Card,
ORD-1451,Mar,Lahore,Model Town,Pak Tea House,Burger,Double Patty Burger,1,399,0.15,0,399,339,219,120,Breakfast,Delivered,Debit Card,4.5
ORD-1452,Mar,Lahore,Johar Town,Lahori Chargha,Shawarma,Chicken Shawarma,3,243,0.1,99,729,755,401,354,Breakfast,Delivered,Credit Card,4.0
ORD-1453,Mar,Lahore,Iqbal Town,Hussain Chowk Paye,Pizza,Pepperoni Pizza,5,1030,0.0,0,5150,5150,2833,2317,Dinner,Delivered,Credit Card,4.0
ORD-1454,Mar,Lahore,Cantt,Yum! Lahore,BBQ,Mix BBQ Platter,3,1427,0.0,0,4281,4281,2355,1926,Late Night,Delivered,Debit Card,4.0
ORD-1455,Mar,Lahore,Model Town,Charcoal Grill,Nihari,Nalli Nihari,5,407,0.15,49,2035,1779,1119,660,Breakfast,Delivered,Cash on Delivery,3.5
ORD-1456,Mar,Lahore,Iqbal Town,Salt'n Pepper,Karahi,Beef Karahi,5,1081,0.0,79,5405,5484,2973,2511,Breakfast,Delivered,Credit Card,3.0
ORD-1457,Mar,Lahore,Bahria Town,Bundu Khan Lahore,Pizza,Fajita Pizza,3,770,0.0,0,2310,2310,1270,1040,Late Night,Delivered,Debit Card,4.5
ORD-1458,Mar,Lahore,Wapda Town,Cuckoo's Den,Shawarma,Mayo Shawarma,5,255,0.2,99,1275,1119,701,418,Breakfast,Delivered,Credit Card,5.0
ORD-1459,Mar,Lahore,Johar Town,Spice Bazaar,Desi,Aloo Gosht,2,454,0.15,49,908,821,499,322,Lunch,Delivered,JazzCash,3.0
ORD-1460,Mar,Lahore,Garden Town,Charcoal Grill,Shawarma,Beef Shawarma,3,250,0.15,49,750,686,413,273,Breakfast,Delivered,Cash on Delivery,3.5
ORD-1461,Mar,Lahore,Iqbal Town,Cafe Aylanto,Biryani,Beef Biryani,4,321,0.0,99,1284,1383,706,677,Lunch,Delivered,Cash on Delivery,4.0
ORD-1462,Mar,Lahore,DHA,Butt Karahi,Karahi,Beef Karahi,4,1033,0.0,49,4132,4181,2273,1908,Dinner,Delivered,Cash on Delivery,5.0
ORD-1463,Mar,Lahore,Garden Town,Waris Nihari,Desi,Aloo Gosht,4,342,0.15,79,1368,1242,752,490,Dinner,Cancelled,Cash on Delivery,
ORD-1464,Mar,Lahore,Bahria Town,Butt Karahi,Broast,3 Pcs Broast,2,776,0.0,0,1552,1552,854,698,Breakfast,Delivered,Cash on Delivery,4.5
ORD-1465,Mar,Lahore,Johar Town,Haveli Restaurant,Broast,Full Broast,5,748,0.1,79,3740,3445,2057,1388,Lunch,Cancelled,Cash on Delivery,
ORD-1466,Mar,Lahore,Johar Town,Bundu Khan Lahore,Dessert,Gulab Jamun,1,236,0.15,0,236,201,130,71,Late Night,Cancelled,Credit Card,
ORD-1467,Mar,Lahore,Gulberg,Waris Nihari,Karahi,White Karahi,4,1140,0.2,79,4560,3727,2508,1219,Breakfast,Delivered,JazzCash,3.5
ORD-1468,Mar,Lahore,Gulberg,Andaaz,Biryani,Beef Biryani,4,368,0.15,79,1472,1330,810,520,Breakfast,Delivered,EasyPaisa,4.5
ORD-1469,Mar,Lahore,Wapda Town,Cuckoo's Den,Nihari,Nalli Nihari,1,372,0.1,0,372,335,205,130,Late Night,Delivered,Debit Card,4.0
ORD-1470,Mar,Lahore,Clifton,Andaaz,Karahi,Beef Karahi,2,943,0.15,0,1886,1603,1037,566,Dinner,Cancelled,EasyPaisa,
ORD-1471,Mar,Lahore,Gulberg,Butt Karahi,Burger,Smash Burger,5,541,0.0,49,2705,2754,1488,1266,Lunch,Cancelled,Credit Card,
ORD-1472,Mar,Lahore,Model Town,Salt'n Pepper,BBQ,Chicken Tikka,4,1545,0.1,99,6180,5661,3399,2262,Late Night,Delivered,Debit Card,4.0
ORD-1473,Mar,Lahore,Model Town,Spice Bazaar,Dessert,Zarda,3,231,0.0,49,693,742,381,361,Breakfast,Cancelled,Debit Card,
ORD-1474,Mar,Lahore,Clifton,Salt'n Pepper,Shawarma,Mayo Shawarma,4,249,0.0,79,996,1075,548,527,Lunch,Cancelled,Debit Card,
ORD-1475,Mar,Lahore,Wapda Town,Cafe Aylanto,Nihari,Special Nihari,2,519,0.0,79,1038,1117,571,546,Breakfast,Delivered,Cash on Delivery,4.0
ORD-1476,Mar,Lahore,Johar Town,Hussain Chowk Paye,Karahi,Mutton Karahi,4,820,0.1,99,3280,3051,1804,1247,Breakfast,Delivered,JazzCash,3.0
ORD-1477,Mar,Lahore,Gulberg,Hussain Chowk Paye,Pizza,BBQ Pizza,2,735,0.0,79,1470,1549,809,740,Lunch,Delivered,JazzCash,3.0
ORD-1478,Mar,Lahore,Iqbal Town,Haveli Restaurant,Biryani,Prawn Biryani,3,440,0.0,0,1320,1320,726,594,Breakfast,Cancelled,EasyPaisa,
ORD-1479,Mar,Lahore,Model Town,McDonald's Gulberg,Desi,Haleem,3,383,0.2,79,1149,998,632,366,Lunch,Delivered,Debit Card,4.5
ORD-1480,Mar,Lahore,Gulberg,Hussain Chowk Paye,Dessert,Kheer,2,171,0.0,49,342,391,188,203,Late Night,Cancelled,Debit Card,
ORD-1481,Mar,Lahore,Clifton,Yum! Lahore,Pizza,BBQ Pizza,4,888,0.0,99,3552,3651,1954,1697,Lunch,Delivered,Cash on Delivery,4.0
ORD-1482,Mar,Lahore,Cantt,Charcoal Grill,Burger,Smash Burger,1,549,0.0,79,549,628,302,326,Lunch,Cancelled,JazzCash,
ORD-1483,Mar,Lahore,Garden Town,Lahori Chargha,Pizza,Fajita Pizza,1,879,0.2,49,879,752,483,269,Lunch,Delivered,JazzCash,3.0
ORD-1484,Mar,Lahore,Iqbal Town,Haveli Restaurant,Biryani,Beef Biryani,1,364,0.15,99,364,408,200,208,Breakfast,Delivered,Credit Card,4.5
ORD-1485,Mar,Lahore,DHA,Bundu Khan Lahore,Dessert,Ras Malai,4,215,0.0,79,860,939,473,466,Dinner,Delivered,Debit Card,3.0
ORD-1486,Mar,Lahore,DHA,Yum! Lahore,Burger,Double Patty Burger,5,483,0.15,49,2415,2102,1328,774,Late Night,Cancelled,EasyPaisa,
ORD-1487,Mar,Lahore,Clifton,Spice Bazaar,Pizza,Pepperoni Pizza,5,751,0.1,79,3755,3458,2065,1393,Breakfast,Delivered,Credit Card,3.5
ORD-1488,Mar,Lahore,Garden Town,Haveli Restaurant,BBQ,Boti Kabab,4,1151,0.0,0,4604,4604,2532,2072,Lunch,Cancelled,Credit Card,
ORD-1489,Mar,Lahore,Model Town,Lahori Chargha,BBQ,Mix BBQ Platter,1,1031,0.0,0,1031,1031,567,464,Dinner,Cancelled,JazzCash,
ORD-1490,Mar,Lahore,Garden Town,Yum! Lahore,Burger,Smash Burger,5,568,0.2,79,2840,2351,1562,789,Dinner,Delivered,JazzCash,4.0
ORD-1491,Mar,Lahore,DHA,Bundu Khan Lahore,Pizza,Pepperoni Pizza,5,739,0.2,49,3695,3005,2032,973,Late Night,Delivered,JazzCash,3.5
ORD-1492,Mar,Lahore,Bahria Town,Cuckoo's Den,Karahi,White Karahi,5,805,0.2,79,4025,3299,2214,1085,Breakfast,Cancelled,Cash on Delivery,
ORD-1493,Mar,Lahore,Model Town,Hussain Chowk Paye,Shawarma,Beef Shawarma,3,277,0.15,99,831,805,457,348,Breakfast,Delivered,EasyPaisa,4.5
ORD-1494,Mar,Lahore,DHA,Yum! Lahore,Pizza,Fajita Pizza,5,758,0.0,99,3790,3889,2084,1805,Late Night,Delivered,Credit Card,3.5
ORD-1495,Mar,Lahore,DHA,Pak Tea House,Dessert,Gulab Jamun,5,192,0.1,49,960,913,528,385,Dinner,Delivered,JazzCash,3.0
ORD-1496,Mar,Lahore,Bahria Town,Lahori Chargha,Shawarma,Mayo Shawarma,3,318,0.15,49,954,860,525,335,Lunch,Delivered,JazzCash,4.5
ORD-1497,Mar,Lahore,Clifton,Lahori Chargha,Broast,3 Pcs Broast,2,609,0.0,0,1218,1218,670,548,Late Night,Cancelled,JazzCash,
ORD-1498,Apr,Lahore,Iqbal Town,Andaaz,Nihari,Mutton Nihari,3,410,0.2,79,1230,1063,676,387,Lunch,Delivered,Cash on Delivery,3.5
ORD-1499,Apr,Lahore,Garden Town,Yum! Lahore,Pizza,Fajita Pizza,5,908,0.0,0,4540,4540,2497,2043,Late Night,Delivered,JazzCash,3.0
ORD-1500,Apr,Lahore,Johar Town,Haveli Restaurant,Desi,Aloo Gosht,1,450,0.1,49,450,454,248,206,Dinner,Delivered,EasyPaisa,5.0
ORD-1501,Apr,Lahore,Model Town,Andaaz,Pizza,Fajita Pizza,2,900,0.0,99,1800,1899,990,909,Breakfast,Delivered,EasyPaisa,4.0
ORD-1502,Apr,Lahore,DHA,Charcoal Grill,Broast,Half Broast,2,684,0.15,79,1368,1242,752,490,Lunch,Delivered,JazzCash,3.0
ORD-1503,Apr,Lahore,Gulberg,Hussain Chowk Paye,Pizza,Chicken Tikka Pizza,2,839,0.2,0,1678,1342,923,419,Lunch,Delivered,Credit Card,4.0
ORD-1504,Apr,Lahore,Garden Town,Hussain Chowk Paye,Biryani,Prawn Biryani,2,376,0.15,49,752,688,414,274,Dinner,Cancelled,Cash on Delivery,
ORD-1505,Apr,Lahore,Wapda Town,Cuckoo's Den,Desi,Aloo Gosht,4,377,0.1,99,1508,1456,829,627,Dinner,Delivered,JazzCash,4.0
ORD-1506,Apr,Lahore,Clifton,Lahori Chargha,Pizza,Fajita Pizza,5,912,0.0,99,4560,4659,2508,2151,Late Night,Delivered,Debit Card,3.5
ORD-1507,Apr,Lahore,Garden Town,McDonald's Gulberg,Nihari,Nalli Nihari,3,379,0.15,49,1137,1015,625,390,Dinner,Delivered,EasyPaisa,3.5
ORD-1508,Apr,Lahore,DHA,Lahori Chargha,Burger,Zinger Burger,5,441,0.1,99,2205,2084,1213,871,Breakfast,Cancelled,EasyPaisa,
ORD-1509,Apr,Lahore,DHA,Lahori Chargha,Shawarma,Chicken Shawarma,4,334,0.15,99,1336,1235,735,500,Breakfast,Cancelled,Credit Card,
ORD-1510,Apr,Lahore,Iqbal Town,Bundu Khan Lahore,Burger,Double Patty Burger,5,539,0.15,49,2695,2340,1482,858,Late Night,Delivered,Credit Card,4.0
ORD-1511,Apr,Lahore,Johar Town,Salt'n Pepper,Shawarma,Beef Shawarma,2,335,0.2,0,670,536,369,167,Breakfast,Delivered,JazzCash,4.5
ORD-1512,Apr,Lahore,Wapda Town,Bundu Khan Lahore,Broast,Full Broast,3,646,0.0,99,1938,2037,1066,971,Breakfast,Delivered,JazzCash,4.0
ORD-1513,Apr,Lahore,Clifton,McDonald's Gulberg,Dessert,Gulab Jamun,2,229,0.1,99,458,511,252,259,Breakfast,Delivered,Credit Card,4.0
ORD-1514,Apr,Lahore,Garden Town,Pak Tea House,Pizza,Chicken Tikka Pizza,1,696,0.0,0,696,696,383,313,Breakfast,Cancelled,Credit Card,
ORD-1515,Apr,Lahore,Bahria Town,Lahori Chargha,Dessert,Zarda,1,187,0.0,79,187,266,103,163,Lunch,Delivered,Debit Card,3.0
ORD-1516,Apr,Lahore,Gulberg,Salt'n Pepper,Biryani,Beef Biryani,5,403,0.15,49,2015,1762,1108,654,Lunch,Delivered,EasyPaisa,4.0
ORD-1517,Apr,Lahore,Johar Town,McDonald's Gulberg,Dessert,Ras Malai,1,223,0.0,99,223,322,123,199,Lunch,Cancelled,EasyPaisa,
ORD-1518,Apr,Lahore,Bahria Town,Spice Bazaar,Broast,Half Broast,4,757,0.0,99,3028,3127,1665,1462,Lunch,Cancelled,EasyPaisa,
ORD-1519,Apr,Lahore,Bahria Town,McDonald's Gulberg,Burger,Crispy Burger,1,544,0.0,0,544,544,299,245,Late Night,Delivered,Credit Card,5.0
ORD-1520,Apr,Lahore,Gulberg,Spice Bazaar,Nihari,Nalli Nihari,1,501,0.0,0,501,501,276,225,Breakfast,Delivered,Debit Card,4.5
ORD-1521,Apr,Lahore,Iqbal Town,Waris Nihari,Desi,Haleem,1,309,0.15,79,309,342,170,172,Late Night,Delivered,JazzCash,3.0
ORD-1522,Apr,Lahore,Cantt,Salt'n Pepper,Burger,Zinger Burger,1,532,0.0,0,532,532,293,239,Late Night,Delivered,Debit Card,4.5
ORD-1523,Apr,Lahore,Johar Town,McDonald's Gulberg,Shawarma,Beef Shawarma,3,315,0.0,49,945,994,520,474,Late Night,Delivered,EasyPaisa,3.5
ORD-1524,Apr,Lahore,DHA,McDonald's Gulberg,Pizza,Fajita Pizza,3,829,0.0,99,2487,2586,1368,1218,Lunch,Delivered,EasyPaisa,4.5
ORD-1525,Apr,Lahore,Johar Town,Cuckoo's Den,Shawarma,Mayo Shawarma,5,315,0.2,99,1575,1359,866,493,Lunch,Delivered,JazzCash,3.5
ORD-1526,Apr,Lahore,Iqbal Town,Bundu Khan Lahore,Karahi,Mutton Karahi,4,1160,0.0,49,4640,4689,2552,2137,Lunch,Cancelled,EasyPaisa,
ORD-1527,Apr,Lahore,Bahria Town,Andaaz,Shawarma,Beef Shawarma,1,319,0.0,0,319,319,175,144,Lunch,Delivered,EasyPaisa,4.5
ORD-1528,Apr,Lahore,Model Town,Charcoal Grill,Pizza,BBQ Pizza,4,768,0.0,99,3072,3171,1690,1481,Lunch,Delivered,JazzCash,4.0
ORD-1529,Apr,Lahore,Bahria Town,Cuckoo's Den,Biryani,Beef Biryani,3,390,0.0,0,1170,1170,644,526,Lunch,Delivered,Credit Card,4.5
ORD-1530,Apr,Lahore,Iqbal Town,Andaaz,Karahi,White Karahi,2,910,0.1,79,1820,1717,1001,716,Dinner,Cancelled,EasyPaisa,
ORD-1531,Apr,Lahore,Wapda Town,Waris Nihari,Biryani,Prawn Biryani,3,312,0.0,99,936,1035,515,520,Lunch,Delivered,JazzCash,4.5
ORD-1532,Apr,Lahore,DHA,Andaaz,Karahi,White Karahi,5,1168,0.1,99,5840,5355,3212,2143,Late Night,Delivered,EasyPaisa,4.5
ORD-1533,Apr,Lahore,DHA,Lahori Chargha,Nihari,Special Nihari,3,357,0.1,79,1071,1043,589,454,Late Night,Delivered,Cash on Delivery,4.0
ORD-1534,Apr,Lahore,Wapda Town,Yum! Lahore,BBQ,Seekh Kabab,1,1537,0.0,0,1537,1537,845,692,Breakfast,Delivered,EasyPaisa,4.0
ORD-1535,Apr,Lahore,Gulberg,Pak Tea House,Shawarma,Mayo Shawarma,2,340,0.15,79,680,657,374,283,Late Night,Delivered,Credit Card,4.5
ORD-1536,Apr,Lahore,Model Town,Haveli Restaurant,Pizza,Fajita Pizza,1,801,0.0,0,801,801,441,360,Breakfast,Delivered,JazzCash,3.0
ORD-1537,Apr,Lahore,Johar Town,Cafe Aylanto,Nihari,Special Nihari,1,412,0.2,99,412,429,227,202,Lunch,Delivered,Cash on Delivery,4.0
ORD-1538,Apr,Lahore,Clifton,Pak Tea House,Burger,Double Patty Burger,1,391,0.0,0,391,391,215,176,Late Night,Delivered,Debit Card,4.5
ORD-1539,Apr,Lahore,Iqbal Town,Butt Karahi,Nihari,Special Nihari,4,495,0.0,99,1980,2079,1089,990,Breakfast,Delivered,EasyPaisa,4.5
ORD-1540,Apr,Lahore,Model Town,Bundu Khan Lahore,Burger,Double Patty Burger,4,456,0.2,99,1824,1558,1003,555,Lunch,Delivered,Debit Card,4.5
ORD-1541,Apr,Lahore,Wapda Town,Yum! Lahore,Nihari,Special Nihari,2,449,0.0,0,898,898,494,404,Breakfast,Delivered,EasyPaisa,4.5
ORD-1542,Apr,Lahore,Gulberg,Cuckoo's Den,BBQ,Mix BBQ Platter,2,1339,0.2,49,2678,2191,1473,718,Late Night,Delivered,Credit Card,5.0
ORD-1543,Apr,Lahore,Bahria Town,Butt Karahi,BBQ,Boti Kabab,4,1547,0.0,0,6188,6188,3403,2785,Late Night,Cancelled,JazzCash,
ORD-1544,Apr,Lahore,Model Town,Cafe Aylanto,Desi,Haleem,3,312,0.2,49,936,798,515,283,Breakfast,Delivered,JazzCash,3.0
ORD-1545,Apr,Lahore,Gulberg,Pak Tea House,Dessert,Ras Malai,1,213,0.0,49,213,262,117,145,Lunch,Delivered,Cash on Delivery,4.5
ORD-1546,Apr,Lahore,Model Town,Charcoal Grill,BBQ,Chicken Tikka,3,1412,0.1,79,4236,3891,2330,1561,Lunch,Cancelled,EasyPaisa,
ORD-1547,Apr,Lahore,Garden Town,McDonald's Gulberg,Desi,Haleem,2,389,0.15,79,778,740,428,312,Lunch,Delivered,Credit Card,3.0
ORD-1548,Apr,Lahore,Cantt,Butt Karahi,Burger,Smash Burger,4,550,0.15,99,2200,1969,1210,759,Lunch,Cancelled,Credit Card,
ORD-1549,Apr,Lahore,Wapda Town,Bundu Khan Lahore,Biryani,Chicken Biryani,1,445,0.15,79,445,457,245,212,Lunch,Delivered,EasyPaisa,4.0
ORD-1550,Apr,Lahore,Johar Town,Spice Bazaar,Burger,Zinger Burger,1,516,0.0,0,516,516,284,232,Late Night,Delivered,Credit Card,5.0
ORD-1551,Apr,Lahore,Model Town,Lahori Chargha,Dessert,Gulab Jamun,3,258,0.2,79,774,698,426,272,Lunch,Delivered,Cash on Delivery,4.5
ORD-1552,Apr,Lahore,Iqbal Town,Hussain Chowk Paye,Dessert,Zarda,4,225,0.15,99,900,864,495,369,Dinner,Delivered,Credit Card,4.5
ORD-1553,Apr,Lahore,DHA,Pak Tea House,Broast,3 Pcs Broast,4,534,0.1,99,2136,2021,1175,846,Late Night,Cancelled,Credit Card,
ORD-1554,Apr,Lahore,Model Town,Lahori Chargha,Karahi,Mutton Karahi,4,990,0.0,0,3960,3960,2178,1782,Breakfast,Delivered,EasyPaisa,4.5
ORD-1555,Apr,Lahore,Iqbal Town,McDonald's Gulberg,Dessert,Zarda,2,201,0.2,99,402,421,221,200,Lunch,Delivered,Credit Card,3.0
ORD-1556,Apr,Lahore,Iqbal Town,Andaaz,Nihari,Nalli Nihari,5,366,0.0,49,1830,1879,1007,872,Breakfast,Delivered,Credit Card,3.5
ORD-1557,Apr,Lahore,Bahria Town,Hussain Chowk Paye,Pizza,BBQ Pizza,2,998,0.0,99,1996,2095,1098,997,Dinner,Cancelled,Cash on Delivery,
ORD-1558,Apr,Lahore,Clifton,Pak Tea House,Burger,Zinger Burger,3,440,0.15,0,1320,1122,726,396,Late Night,Delivered,Cash on Delivery,4.5
ORD-1559,Apr,Lahore,Cantt,Bundu Khan Lahore,Biryani,Chicken Biryani,2,305,0.15,49,610,568,336,232,Dinner,Delivered,EasyPaisa,4.0
ORD-1560,Apr,Lahore,Cantt,Salt'n Pepper,Biryani,Mutton Biryani,5,306,0.0,99,1530,1629,842,787,Lunch,Delivered,Cash on Delivery,4.5
ORD-1561,Apr,Lahore,Garden Town,Andaaz,Dessert,Gulab Jamun,1,185,0.1,99,185,266,102,164,Dinner,Delivered,Debit Card,4.0
ORD-1562,Apr,Lahore,Model Town,Charcoal Grill,Biryani,Mutton Biryani,1,298,0.1,99,298,367,164,203,Dinner,Delivered,JazzCash,4.5
ORD-1563,Apr,Lahore,Model Town,Cuckoo's Den,Karahi,Beef Karahi,4,804,0.1,99,3216,2993,1769,1224,Dinner,Delivered,Cash on Delivery,3.5
ORD-1564,Apr,Lahore,DHA,Butt Karahi,Shawarma,Mayo Shawarma,2,258,0.0,99,516,615,284,331,Lunch,Cancelled,JazzCash,
ORD-1565,Apr,Lahore,Bahria Town,Waris Nihari,Nihari,Beef Nihari,2,432,0.2,79,864,770,475,295,Breakfast,Delivered,Cash on Delivery,4.0
ORD-1566,Apr,Lahore,Wapda Town,Spice Bazaar,Biryani,Mutton Biryani,5,393,0.0,99,1965,2064,1081,983,Lunch,Delivered,Debit Card,4.0
ORD-1567,Apr,Lahore,Cantt,Pak Tea House,BBQ,Seekh Kabab,3,1384,0.0,49,4152,4201,2284,1917,Dinner,Delivered,Cash on Delivery,4.0
ORD-1568,Apr,Lahore,Clifton,Cafe Aylanto,BBQ,Mix BBQ Platter,4,1519,0.0,99,6076,6175,3342,2833,Late Night,Delivered,Credit Card,3.5
ORD-1569,Apr,Lahore,Iqbal Town,Yum! Lahore,Shawarma,Spicy Shawarma,4,319,0.15,79,1276,1164,702,462,Lunch,Delivered,Credit Card,4.5
ORD-1570,Apr,Lahore,Cantt,Bundu Khan Lahore,Nihari,Beef Nihari,1,374,0.15,49,374,367,206,161,Breakfast,Delivered,Debit Card,4.0
ORD-1571,Apr,Lahore,Johar Town,Charcoal Grill,Desi,Saag Gosht,5,409,0.15,49,2045,1787,1125,662,Lunch,Delivered,Cash on Delivery,4.5
ORD-1572,Apr,Lahore,DHA,Pak Tea House,Dessert,Kheer,3,180,0.1,99,540,585,297,288,Late Night,Delivered,Debit Card,3.0
ORD-1573,Apr,Lahore,Bahria Town,Charcoal Grill,Biryani,Beef Biryani,2,447,0.0,79,894,973,492,481,Breakfast,Delivered,JazzCash,3.5
ORD-1574,Apr,Lahore,Bahria Town,Lahori Chargha,Shawarma,Mayo Shawarma,1,293,0.0,49,293,342,161,181,Lunch,Delivered,EasyPaisa,4.5
ORD-1575,Apr,Lahore,Cantt,Waris Nihari,Nihari,Mutton Nihari,2,383,0.0,49,766,815,421,394,Late Night,Delivered,Debit Card,3.5
ORD-1576,Apr,Lahore,Bahria Town,Hussain Chowk Paye,Burger,Zinger Burger,5,391,0.0,79,1955,2034,1075,959,Breakfast,Delivered,Cash on Delivery,5.0
ORD-1577,Apr,Lahore,Clifton,Hussain Chowk Paye,Biryani,Chicken Biryani,4,400,0.1,0,1600,1440,880,560,Dinner,Cancelled,EasyPaisa,
ORD-1578,Apr,Lahore,Garden Town,Cafe Aylanto,Karahi,Beef Karahi,4,834,0.15,99,3336,2935,1835,1100,Lunch,Delivered,Cash on Delivery,4.5
ORD-1579,Apr,Lahore,DHA,Bundu Khan Lahore,Desi,Haleem,4,416,0.2,79,1664,1410,915,495,Breakfast,Delivered,Debit Card,4.0
ORD-1580,Apr,Lahore,Gulberg,Pak Tea House,Pizza,Chicken Tikka Pizza,5,834,0.0,0,4170,4170,2294,1876,Breakfast,Delivered,EasyPaisa,4.5
ORD-1581,Apr,Lahore,Gulberg,Andaaz,Shawarma,Chicken Shawarma,2,313,0.0,49,626,675,344,331,Lunch,Delivered,JazzCash,3.5
ORD-1582,Apr,Lahore,Bahria Town,Pak Tea House,Pizza,Fajita Pizza,3,897,0.0,79,2691,2770,1480,1290,Dinner,Delivered,EasyPaisa,4.5
ORD-1583,Apr,Lahore,Cantt,Hussain Chowk Paye,Pizza,Pepperoni Pizza,5,711,0.0,99,3555,3654,1955,1699,Late Night,Delivered,Cash on Delivery,5.0
ORD-1584,Apr,Lahore,Clifton,Charcoal Grill,BBQ,Boti Kabab,4,1196,0.0,0,4784,4784,2631,2153,Late Night,Cancelled,Cash on Delivery,
ORD-1585,Apr,Lahore,Garden Town,McDonald's Gulberg,Pizza,BBQ Pizza,4,1018,0.15,49,4072,3510,2240,1270,Late Night,Delivered,Debit Card,4.5
ORD-1586,Apr,Lahore,Cantt,Bundu Khan Lahore,Karahi,Beef Karahi,3,803,0.2,49,2409,1976,1325,651,Lunch,Delivered,Debit Card,4.5
ORD-1587,Apr,Lahore,Model Town,Cafe Aylanto,Dessert,Kheer,3,236,0.0,0,708,708,389,319,Dinner,Delivered,JazzCash,3.0
ORD-1588,Apr,Lahore,Cantt,Waris Nihari,Biryani,Beef Biryani,5,326,0.0,0,1630,1630,897,733,Late Night,Delivered,EasyPaisa,4.5
ORD-1589,Apr,Lahore,Johar Town,Andaaz,Desi,Haleem,2,451,0.2,49,902,771,496,275,Late Night,Cancelled,JazzCash,
ORD-1590,Apr,Lahore,Garden Town,Bundu Khan Lahore,Nihari,Beef Nihari,2,377,0.1,99,754,778,415,363,Breakfast,Cancelled,Credit Card,
ORD-1591,Apr,Lahore,Iqbal Town,McDonald's Gulberg,Karahi,Chicken Karahi,5,1108,0.15,0,5540,4709,3047,1662,Late Night,Cancelled,JazzCash,
ORD-1592,Apr,Lahore,Gulberg,Butt Karahi,Broast,Full Broast,5,734,0.0,49,3670,3719,2019,1700,Late Night,Delivered,JazzCash,4.5
ORD-1593,Apr,Lahore,Johar Town,Cuckoo's Den,Karahi,White Karahi,3,1014,0.0,49,3042,3091,1673,1418,Breakfast,Delivered,Credit Card,3.5
ORD-1594,Apr,Lahore,Gulberg,Spice Bazaar,Dessert,Kheer,3,256,0.1,0,768,691,422,269,Dinner,Delivered,JazzCash,4.5
ORD-1595,Apr,Lahore,Wapda Town,Andaaz,Pizza,BBQ Pizza,2,937,0.0,49,1874,1923,1031,892,Breakfast,Delivered,Cash on Delivery,4.0
ORD-1596,Apr,Lahore,Clifton,McDonald's Gulberg,Nihari,Mutton Nihari,1,480,0.0,49,480,529,264,265,Breakfast,Delivered,EasyPaisa,4.0
ORD-1597,Apr,Lahore,Garden Town,Andaaz,Pizza,BBQ Pizza,3,988,0.15,49,2964,2568,1630,938,Late Night,Delivered,EasyPaisa,4.0
ORD-1598,Apr,Lahore,Garden Town,Cuckoo's Den,Desi,Aloo Gosht,4,396,0.0,0,1584,1584,871,713,Breakfast,Delivered,Cash on Delivery,4.0
